City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
144,sydney,-33.8679,151.2073,24.09,58,0,3.6,AU,1729639338
145,kiruna,67.8557,20.2251,1.51,87,20,3.6,SE,1729639603
146,nuuk,64.1835,-51.7216,1.34,80,100,6.17,GL,1729639604
147,imuris,30.7833,-110.8667,33.05,10,44,2.84,MX,1729639605
148,weno,7.4515,151.8468,28.97,89,100,1.54,FM,1729639607
149,burutu,5.3509,5.5076,25.54,89,100,1.6,NG,1729639609
150,port lincoln,-34.7333,135.8667,16.4,56,39,5.72,AU,1729639610
151,maluso,6.543,121.8753,26.97,87,100,6.08,PH,1729639611
152,collinsville,38.6703,-89.9846,24.96,43,0,5.14,US,1729639613
153,isla vista,34.4133,-119.861,28.58,38,0,1.34,US,1729639614
154,port mathurin,-19.6833,63.4167,23.19,91,24,11.02,MU,1729639616
155,georgetown,5.4112,100.3354,25.96,88,20,1.03,MY,1729639341
156,bodo,67.28,14.405,7.02,82,75,7.2,NO,1729639618
157,khvansar,33.2205,50.315,2.53,50,0,2.79,IR,1729639619
158,namibe,-15.1961,12.1522,19.43,80,15,3.3,AO,1729639620
159,olonkinbyen,70.9221,-8.7187,-2.05,92,100,8.91,SJ,1729639621
160,eraan,9.0629,117.7016,26.36,89,100,6.75,PH,1729639622
161,richards bay,-28.783,32.0377,18.15,91,53,2.31,ZA,1729639624
162,saqqez,36.2499,46.2735,3.12,87,100,0.91,IR,1729639625
163,udaipur,24.5712,73.6918,22.67,55,1,1.72,IN,1729639626
164,chernyshevsk,52.5243,117.0174,-9.3,97,100,1.14,RU,1729639627
165,vallenar,-28.5708,-70.7581,13.66,52,0,2.8,CL,1729639628
166,gadzhiyevo,69.2551,33.3362,5.41,86,52,4.26,RU,1729639629
167,kirakira,-10.4544,161.9205,26.28,84,100,1.77,SB,1729639630
168,acajutla,13.5928,-89.8275,27.7,79,84,0.98,SV,1729639632
169,thurso,58.5927,-3.5259,10.14,78,83,6.62,GB,1729639633
170,ridgecrest,35.6225,-117.6709,29.82,14,0,2.24,US,1729639635
171,kirensk,57.7853,108.1119,0.37,99,100,1.39,RU,1729639636
172,luza,60.6308,47.2512,8.92,83,100,4.19,RU,1729639638
173,ketchikan,55.3422,-131.6461,6.99,70,100,2.57,US,1729639639
174,brandon,27.9378,-82.2859,27.19,70,0,4.47,US,1729639460
175,codrington,-38.2667,141.9667,13.94,59,58,4.76,AU,1729639641
176,aasiaat,68.7098,-52.8699,-7.33,81,100,3.34,GL,1729639406
177,xining,36.6167,101.7667,4.19,34,0,0.94,CN,1729639643
178,calvinia,-31.4707,19.776,14.54,55,76,4.88,ZA,1729639644
179,amboasary,-25.0333,46.3833,19.14,83,84,2.68,MG,1729639646
180,caleta de carquin,-11.0925,-77.6267,19.28,79,10,4.25,PE,1729639647
181,ust-nera,64.5667,143.2,-16.39,97,91,0.37,RU,1729639648
182,san patricio,28.017,-97.5169,26.97,57,100,4.94,US,1729639649
183,isafjordur,66.0755,-23.124,-1.89,78,99,3.57,IS,1729639650
184,tralee,52.2704,-9.7026,7.69,94,50,2.34,IE,1729639651
185,si racha,13.1737,100.9311,23.4,78,86,0.84,TH,1729639653
186,susuman,62.7833,148.1667,-18.96,100,98,0.95,RU,1729639654
187,nova sintra,14.8667,-24.7167,26.44,79,45,10.5,CV,1729639655
188,fortuna,40.5982,-124.1573,14.96,84,0,5.14,US,1729639656
189,funafuti,-8.5243,179.1942,30.0,79,75,3.09,TV,1729639657
190,haiku-pauwela,20.9219,-156.3051,29.01,70,40,11.18,US,1729639658
191,boca do acre,-8.7522,-67.3978,29.52,57,79,0.91,BR,1729639661
192,novoishimskiy,53.1981,66.7694,0.53,77,3,3.65,KZ,1729639662
193,swakopmund,-22.6833,14.5333,13.32,86,26,1.34,NA,1729639663
194,mawu,34.4307,104.9176,3.05,75,0,2.16,CN,1729639664
195,los angeles,34.0522,-118.2437,31.41,41,0,5.66,US,1729639430
196,tulun,54.5611,100.5792,-0.88,97,100,1.9,RU,1729639666
197,martins ferry,40.0959,-80.7245,20.11,52,9,1.84,US,1729639432
198,saint-joseph,-21.3667,55.6167,21.21,78,28,6.22,RE,1729639670
199,chios,38.3678,26.1358,15.52,69,0,5.64,GR,1729639671
200,macau,22.2006,113.5461,25.85,65,20,11.83,MO,1729639672
201,geraldton,-28.7667,114.6,14.23,77,0,5.66,AU,1729639628
202,liangxiang,39.7319,116.14,9.68,49,0,0.82,CN,1729639675
203,hithadhoo,-0.6,73.0833,27.66,74,100,4.02,MV,1729639676
204,moranbah,-22.0016,148.0466,27.31,55,35,4.03,AU,1729639677
205,enewetak,11.3474,162.3373,28.23,76,100,7.19,MH,1729639678
206,howard springs,-12.497,131.047,32.15,83,66,1.18,AU,1729639679
207,akureyri,65.6835,-18.0878,-0.04,69,75,2.57,IS,1729639680
208,waltershausen,50.9,10.5667,7.06,91,90,0.74,DE,1729639682
209,raja,8.4596,25.678,23.92,73,62,1.47,SS,1729639683
210,porto-vecchio,41.591,9.2795,18.81,88,100,3.09,FR,1729639684
211,johvi,59.3592,27.4211,9.17,91,91,4.43,EE,1729639685
212,hermanus,-34.4187,19.2345,16.56,74,96,5.86,ZA,1729639688
213,lihue,21.9789,-159.3672,28.74,70,0,3.6,US,1729639690
214,ephraim,39.3597,-111.5863,21.01,25,79,1.85,US,1729639636
215,san rafael,-34.6177,-68.3301,15.14,83,100,6.41,AR,1729639326
216,egilsstadir,65.2653,-14.3948,-1.05,80,100,5.66,IS,1729639693
217,alice springs,-23.7,133.8833,24.75,36,0,6.69,AU,1729639694
218,i-n-salah,27.1935,2.4607,21.15,53,2,6.51,DZ,1729639697
219,nelson bay,-32.7167,152.15,22.28,69,40,1.79,AU,1729639698
220,east london,-33.0153,27.9116,17.89,90,100,5.94,ZA,1729639646
221,eyl,7.9803,49.8164,26.57,82,57,5.96,SO,1729639700
222,la'ie,21.6477,-157.9253,31.66,72,100,1.79,US,1729639701
223,honiara,-9.4333,159.95,27.87,80,100,5.16,SB,1729639702
224,manokwari,-0.8667,134.0833,26.63,81,99,0.9,ID,1729639703
225,esmeraldas,-19.7625,-44.3139,22.09,73,99,2.74,BR,1729639488
226,teploye,53.6202,37.5903,9.01,65,99,4.35,RU,1729639706
227,urucara,-2.5364,-57.76,30.8,49,98,1.38,BR,1729639707
228,gbarnga,6.9956,-9.4722,22.04,100,65,1.11,LR,1729639708
229,dolbeau-mistassini,48.8763,-72.212,11.26,79,95,4.82,CA,1729639709
230,meraux,29.933,-89.9498,23.99,63,0,2.06,US,1729639710
231,chonchi,-42.6128,-73.8092,13.95,79,4,1.78,CL,1729639711
232,san jose de jachal,-30.2406,-68.7469,13.52,85,100,2.89,AR,1729639713
233,villeta,5.0089,-74.4723,20.61,99,99,0.78,CO,1729639533
234,amga,60.8953,131.9608,-17.35,97,89,1.52,RU,1729639716
235,phan rang-thap cham,11.5667,108.9833,23.52,89,100,1.98,VN,1729639718
236,tukrah,32.5341,20.5791,20.33,67,93,2.42,LY,1729639719
237,dawesville,30.9224,-84.0091,25.2,61,0,1.54,US,1729639720
238,lorengau,-2.0226,147.2712,28.83,74,93,4.17,PG,1729639721
239,itoman,26.1247,127.6694,27.83,91,40,4.12,JP,1729639722
240,port moresby,-9.4431,147.1797,29.68,54,40,7.72,PG,1729639724
241,vilhena,-12.7406,-60.1458,27.12,78,75,4.12,BR,1729639221
242,zhalantun,48.0,122.7167,-3.59,78,36,1.11,CN,1729639726
243,la palma,33.8464,-118.0467,31.33,32,20,5.14,US,1729639727
244,noumea,-22.2763,166.4572,28.89,99,0,1.71,NC,1729639728
245,valencia de alcantara,39.4115,-7.2444,17.33,80,0,1.59,ES,1729639730
246,kapuskasing,49.4169,-82.4331,18.05,55,75,5.14,CA,1729639731
247,estevan,49.1334,-102.9842,3.11,75,100,6.17,CA,1729639732
248,dasuya,31.8183,75.6597,20.21,55,0,0.44,IN,1729639733
249,fredericksburg,38.3032,-77.4605,18.97,68,0,0.0,US,1729639681
250,las amilpas,16.3667,-94.6167,26.6,74,68,8.17,MX,1729639736
251,muhos,64.808,25.9931,6.19,91,97,3.66,FI,1729639737
252,constantia,44.1833,28.65,7.61,71,13,3.06,RO,1729639738
253,dharur,18.8167,76.1167,20.81,87,27,2.57,IN,1729639739
254,terenozek,45.05,64.9833,9.76,67,100,5.5,KZ,1729639740
255,ewo,-0.8725,14.8206,23.71,87,93,0.47,CG,1729639741
256,kharabali,47.4196,47.2568,7.24,79,93,3.94,RU,1729639743
257,youhao,47.8667,128.8333,-1.91,71,70,1.19,CN,1729639744
258,shindand,33.3029,62.1474,15.37,46,0,2.33,AF,1729639745
259,fort bragg,35.139,-79.006,20.75,69,0,1.54,US,1729639746
260,ibshaway,29.358,30.6814,20.17,55,0,6.58,EG,1729639747
261,vila velha,-20.3297,-40.2925,24.97,89,75,6.17,BR,1729639748
262,queenstown,-31.8976,26.8753,11.9,89,100,1.81,ZA,1729639749
263,amos,48.5669,-78.1162,16.83,52,100,5.43,CA,1729639521
264,gizo,-8.103,156.8419,27.05,84,100,4.77,SB,1729639752
265,santa elena de uairen,4.6167,-61.1333,22.25,73,99,1.59,VE,1729639753
266,manastirea,44.2167,26.9,10.63,47,26,1.9,RO,1729639754
267,undurkhaan,47.3194,110.6556,-1.51,79,18,2.29,MN,1729639755
268,hawaiian paradise park,19.5933,-154.9731,27.73,78,75,6.17,US,1729639756
269,fortaleza,-3.7227,-38.5247,27.82,87,40,6.17,BR,1729639573
270,souillac,-20.5167,57.5167,23.21,78,40,3.6,MU,1729639759
271,safford,32.834,-109.7076,31.53,12,0,0.45,US,1729639760
272,taghazout,30.5426,-9.7112,21.64,71,100,2.1,MA,1729639761
273,karema,-6.8205,30.4389,24.07,70,8,1.22,TZ,1729639762
274,posse,-14.0931,-46.3694,22.98,77,100,2.54,BR,1729639763
275,woolgoolga,-30.1106,153.2007,22.75,67,6,2.26,AU,1729639764
276,lazaro cardenas,17.9583,-102.2,28.68,79,57,2.37,MX,1729639765
277,simanggang,1.2472,111.4528,23.99,100,100,0.0,MY,1729639767
278,kimbe,-5.5502,150.1429,26.51,88,91,2.16,PG,1729639768
279,dili,-8.5586,125.5736,29.16,63,8,1.11,TL,1729639769
280,barela,23.1,80.05,19.94,57,15,0.73,IN,1729639770
281,phetchaburi,12.9667,99.5833,21.49,97,99,1.11,TH,1729639771
282,nabire,-3.3667,135.4833,25.04,92,100,1.33,ID,1729639774
283,forster,-32.1667,152.5167,24.65,60,30,2.37,AU,1729639776
284,mananjary,-21.2167,48.3333,21.8,75,90,2.13,MG,1729639777
285,ponta delgada,37.7333,-25.6667,21.4,68,40,5.66,PT,1729639778
286,allapalli,19.4167,80.0667,19.68,81,91,0.81,IN,1729639780
287,arys,42.4252,68.795,10.5,61,100,2.7,KZ,1729639781
288,cafayate,-26.073,-65.9761,21.37,66,94,4.36,AR,1729639782
289,hirara,24.8,125.2833,26.92,94,75,8.75,JP,1729639783
290,camana,-16.6228,-72.7111,17.99,86,11,4.05,PE,1729639784
291,punta arenas,-53.15,-70.9167,9.06,76,75,7.2,CL,1729639785
292,selfoss,63.9331,-20.9971,2.25,75,100,7.61,IS,1729639788
293,aflou,34.1128,2.1023,11.88,58,50,2.26,DZ,1729639789
294,puerto aysen,-45.4,-72.7,14.58,95,55,1.66,CL,1729639515
295,hafnarfjordur,64.0671,-21.9377,3.95,52,100,6.17,IS,1729639792
296,bochum,51.4833,7.2167,9.86,94,32,0.45,DE,1729639794
297,puerto baquerizo moreno,-0.9,-89.6,20.89,83,96,5.28,EC,1729639795
298,hanceville,34.0607,-86.7675,21.23,47,0,1.2,US,1729639796
299,dudinka,69.4058,86.1778,-25.64,100,74,0.19,RU,1729639797
300,greymouth,-42.4667,171.2,13.55,96,100,2.91,NZ,1729639798
301,minas de marcona,-15.2119,-75.1103,14.86,80,1,7.25,PE,1729639799
302,shani,10.2162,12.062,27.1,53,91,1.54,NG,1729639801
303,port elizabeth,-33.918,25.5701,16.29,99,75,1.54,ZA,1729639802
304,mogadishu,2.0371,45.3438,25.64,90,22,5.66,SO,1729639803
305,lata,40.1629,-8.3327,14.04,80,0,2.08,PT,1729639804
306,ataq,14.5377,46.8319,23.27,62,78,2.0,YE,1729639805
307,aban,56.67,96.06,-0.55,93,100,4.22,RU,1729639806
308,flying fish cove,-10.4217,105.6791,24.82,88,100,5.14,CX,1729639807
309,pontes e lacerda,-15.2261,-59.3353,26.11,64,44,0.99,BR,1729639701
310,talara,-4.5772,-81.2719,22.42,73,40,6.17,PE,1729639811
311,gangapur,26.4833,76.7167,24.3,39,3,1.57,IN,1729639812
312,morondava,-20.2833,44.2833,25.18,84,12,0.58,MG,1729639813
313,zemetchino,53.4973,42.6163,8.33,75,100,3.62,RU,1729639814
314,benguela,-12.5763,13.4055,24.11,80,89,2.49,AO,1729639816
315,katsuura,35.1333,140.3,24.55,83,100,7.08,JP,1729639817
316,flin flon,54.7682,-101.865,-1.09,74,75,3.6,CA,1729639818
317,qoryooley,1.7878,44.53,24.66,92,22,4.33,SO,1729639819
318,whitehorse,60.7161,-135.0538,4.43,65,75,3.09,CA,1729639820
319,magadan,59.5667,150.8,-4.65,56,24,2.16,RU,1729639821
320,quelimane,-17.8786,36.8883,24.97,94,0,3.09,MZ,1729639822
321,grand rapids,42.9634,-85.6681,20.86,45,75,5.14,US,1729639696
322,castillos,-34.1667,-53.8333,16.5,86,62,2.57,UY,1729639825
323,kruisfontein,-34.0033,24.7314,14.7,92,86,0.89,ZA,1729639826
324,tobelo,1.7284,128.0095,29.31,68,71,1.57,ID,1729639827
325,qaqortoq,60.7167,-46.0333,0.66,96,100,1.33,GL,1729639828
326,congonhas,-20.4997,-43.8578,20.73,81,100,1.47,BR,1729639829
327,wang nam yen,13.5033,102.1812,23.76,94,76,1.3,TH,1729639830
328,jacmel,18.2342,-72.5347,26.67,81,99,2.0,HT,1729639832
329,umm kaddadah,13.6017,26.6876,29.53,19,64,6.85,SD,1729639833
330,menaka,15.9182,2.4022,33.61,27,78,2.32,ML,1729639834
331,mikhaylovskoye,51.8239,79.7172,2.95,88,100,1.34,RU,1729639836
332,geneina,13.45,22.45,24.34,23,22,4.52,SD,1729639837
333,oleszyce,50.1675,23.0348,8.12,77,17,3.6,PL,1729639838
334,nantucket,41.2835,-70.0995,14.52,88,0,3.43,US,1729639582
335,tolanaro,-25.0319,46.9987,22.04,83,40,4.12,MG,1729639841
336,shakawe,-18.3667,21.85,23.12,21,5,2.24,BW,1729639842
337,arraial do cabo,-22.9661,-42.0278,23.98,100,0,6.69,BR,1729639631
338,utrik,11.2278,169.8474,28.21,79,80,5.41,MH,1729639844
339,pyapon,16.2833,95.6833,24.33,97,100,1.75,MM,1729639845
340,inarajan village,13.2736,144.7484,29.11,84,100,6.09,GU,1729639847
341,sovetskaya gavan',48.9723,140.2878,6.74,83,100,5.77,RU,1729639848
342,moyynkum,44.2914,72.9469,9.9,86,100,3.16,KZ,1729639850
